Open time,Close,Volume,return_pct,volatility_pct,market_state,day_name,month,year
2020-08-11,3.2985,1552384.78,15.736842105263163,23.771929824561393,Bear,Tuesday,8,2020
2020-08-12,3.7558,1737042.95,13.863877520084875,25.735940579051082,Bear,Wednesday,8,2020
2020-08-13,3.73,1685759.24,-0.5333333333333339,17.023999999999997,Bear,Thursday,8,2020
2020-08-14,3.4099,1474161.79,-8.353266858386862,12.00311769290724,Bear,Friday,8,2020
2020-08-15,3.173,1070233.2,-7.170650361311837,17.261051461338177,Bear,Saturday,8,2020
2020-08-16,3.3885,668106.53,6.791679798298142,11.68294988969429,Bear,Sunday,8,2020
2020-08-17,3.11,729413.64,-8.218975948059619,8.711819389110223,Bear,Monday,8,2020
2020-08-18,3.3407,2713115.94,7.418006430868171,28.897106109324756,Bear,Tuesday,8,2020
2020-08-19,2.8868,1433243.76,-13.413317336532696,20.695860827834444,Bear,Wednesday,8,2020
2020-08-20,3.2038,1277827.32,10.620813479732075,19.263172432843024,Bear,Thursday,8,2020
2020-08-21,2.9317,1131895.9,-8.493039515575255,10.924527124040203,Bear,Friday,8,2020
2020-08-22,3.0126,1169417.78,3.125320918769039,15.640297127990966,Bear,Saturday,8,2020
2020-08-23,3.25,1198036.69,7.530439385918468,13.188194812069879,Bear,Sunday,8,2020
2020-08-24,3.3405,1315196.06,2.2873415395921364,12.554351154387902,Bear,Monday,8,2020
2020-08-25,3.25,1149187.37,-2.7120876489253365,10.935161348260792,Bear,Tuesday,8,2020
2020-08-26,3.5684,2290030.56,9.540766208251473,19.001719056974466,Bear,Wednesday,8,2020
2020-08-27,3.4501,2412974.8,-2.9698793486514585,17.270860871277108,Bear,Thursday,8,2020
2020-08-28,4.0063,2581936.84,16.11454076457121,24.89058922412544,Bear,Friday,8,2020
2020-08-29,3.9535,1342844.2,-1.3351634639380998,8.417768904417269,Bear,Saturday,8,2020
2020-08-30,4.4309,1815681.99,12.086716753939951,20.533252384204815,Bear,Sunday,8,2020
2020-08-31,4.7435,1497129.12,7.496544065991342,17.823554739728515,Bear,Monday,8,2020
2020-09-01,4.3397,1267574.76,-8.506915162759322,13.651121605667061,Bear,Tuesday,9,2020
2020-09-02,4.17,2002058.36,-3.501261194547937,15.981301923032417,Bear,Wednesday,9,2020
2020-09-03,3.5051,3275612.26,-15.944844124700236,23.544364508393283,Bear,Thursday,9,2020
2020-09-04,3.5301,2052197.24,0.6816496491928529,18.84376247789629,Bear,Friday,9,2020
2020-09-05,2.6052,4426267.38,-26.200390923769866,44.50582136483385,Bear,Saturday,9,2020
2020-09-06,3.0941,2898758.91,18.46165626555382,35.319116352080876,Bear,Sunday,9,2020
2020-09-07,2.9237,2680083.17,-5.028422933246706,26.581127172324194,Bear,Monday,9,2020
2020-09-08,2.468,1626389.7,-15.586414474809324,18.80835927078702,Bear,Tuesday,9,2020
2020-09-09,3.6001,6691121.99,45.87115072933549,60.84683954619125,Bear,Wednesday,9,2020
2020-09-10,3.4761,4356890.66,-3.7278090121029117,15.81410806768771,Bear,Thursday,9,2020
2020-09-11,3.3965,2227636.94,-2.137897254156217,13.599562048001843,Bear,Friday,9,2020
2020-09-12,3.3316,1161542.47,-1.9165660788412329,9.438572732357883,Bear,Saturday,9,2020
2020-09-13,3.2603,2024779.41,-2.3452944347930282,14.562990475049428,Bear,Sunday,9,2020
2020-09-14,3.2641,3351649.61,-0.045933365997062006,14.21178343949044,Bear,Monday,9,2020
2020-09-15,2.9295,1698391.09,-10.248161764705877,13.155637254901956,Bear,Tuesday,9,2020
2020-09-16,2.5327,4886766.99,-13.52431029773285,17.109396339797875,Bear,Wednesday,9,2020
2020-09-17,2.8829,4635747.31,13.607345523329128,22.812894073139976,Bear,Thursday,9,2020
2020-09-18,3.1144,4169446.23,8.026361429066938,15.053763440860221,Bear,Friday,9,2020
2020-09-19,3.031,1586219.86,-2.49002702354909,9.590142838759498,Bear,Saturday,9,2020
2020-09-20,2.8628,1456628.58,-5.255493778130786,10.984246756685188,Bear,Sunday,9,2020
2020-09-21,2.7672,3567879.31,-3.339388011736766,19.93852172698057,Bear,Monday,9,2020
